country,designation,points,price,province,region_1,region_2,variety,winery
Australia,,90,21,Western Australia,Margaret River,,Shiraz,Vasse River
US,Estate Grown,90,45,California,Napa Valley,Napa,Cabernet Sauvignon,Turnbull
Australia,Angels Share,90,35,South Australia,McLaren Vale,,Shiraz,Two Hands
US,,90,21,California,Paso Robles,Central Coast,Syrah,Robert Hall
Italy,Rocche dell'Annunziata,90,,Piedmont,Barolo,,Nebbiolo,Rocche Costamagna
US,Sonoma Stage Vineyard,90,47,California,Sonoma Coast,Sonoma,Pinot Noir,Peters Family
France,,88,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Beauregard
Italy,,88,55,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Ciacci Piccolomini d'Aragona
Portugal,Contraste Branco,88,19,Douro,,,Portuguese White,Conceito Vinhos
Italy,Tenuta Sant'Alfonso,88,26,Tuscany,Chianti Classico,,Sangiovese,Rocca delle Macìe
Italy,,88,50,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Villa Poggio Salvi
Spain,,88,15,Galicia,Ribeiro,,White Blend,Viña Costeira
Chile,Winemaker's Selection Single Vineyard Quebrada Seca,88,23,Limarí Valley,,,Chardonnay,Tamaya
US,S.L.V.,88,125,California,Napa Valley,Napa,Cabernet Sauvignon,Stag's Leap Wine Cellars
Italy,Ventaio,88,,Tuscany,Morellino di Scansano,,Sangiovese,Terre di Fiori
Italy,Tempo,88,,Tuscany,Morellino di Scansano,,Sangiovese,Terre di Talamo
US,,88,20,California,Calaveras County,Sierra Foothills,Muscat Blanc,Newsome-Harlow
New Zealand,,88,40,Central Otago,,,Pinot Noir,Prophet's Rock
Italy,Chorum,88,,Tuscany,Montecucco,,Sangiovese,Pieve Vecchia
Italy,Nonno Ricco,88,22,Central Italy,Sangiovese di Romagna,,Sangiovese,Poderi Morini
US,4B,88,17,California,Napa Valley,Napa,Cabernet Sauvignon,Sean Minor
Chile,,88,12,Casablanca Valley,,,Sauvignon Blanc,Root:1
Italy,Vigna il Corto,87,,Tuscany,Colli della Toscana Centrale,,Sangiovese,Fattoria di Basciano
Italy,Poggio Gualtieri Riserva,87,43,Tuscany,Chianti Rufina,,Sangiovese,Fattoria di Grignano
US,,87,20,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Chateau Lafayette Reneau
France,,87,15,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Leboscq
France,,87,19,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Patache d'Aux
Israel,Kosher,87,15,Galilee,,,Rosé,Galil Mountain
Israel,Yarden Kosher,87,18,Galilee,,,Chardonnay,Golan Heights Winery
Chile,3 L,87,22,Central Valley,,,Sauvignon Blanc,Gran Verano
US,Dry,87,16,New York,Finger Lakes,Finger Lakes,Riesling,Fox Run
US,,87,12,Washington,Columbia Gorge (WA),Washington Other,Pinot Noir,Blacksmith
US,Vintner's Selection White Horse Red,87,24,New York,Finger Lakes,Finger Lakes,Red Blend,Bloomer Creek
US,Baby Blue,87,25,California,Alexander Valley,Sonoma,Red Blend,Blue Rock
Italy,Riserva,87,18,Tuscany,Chianti Rufina,,Sangiovese,Bellini
US,Mountainview Ranch Winemaker's Reserve,87,45,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Kokomo
Argentina,Elsa Bianchi,85,9,Mendoza Province,San Rafael,,Torrontés,Valentin Bianchi
New Zealand,Blair Gunn Block,85,18,Central Otago,,,Chardonnay,Sleeping Dogs
US,Wild Horse Peak Mountain Vineyards 4-Block Blend,85,28,California,Temecula,South Coast,Cabernet Sauvignon,South Coast
Chile,Castillo de Molina Reserva,85,12,Cachapoal Valley,,,Cabernet Sauvignon,San Pedro
Italy,Rapido White,85,12,Lombardy,Provincia di Pavia,,Pinot Grigio,Adria Vini
US,,85,24,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Bargetto
Hungary,Cuvée Barrique,85,48,Villány,,,Bordeaux-style Red Blend,Bock
Chile,Los Vascos,85,12,Colchagua Valley,,,Chardonnay,Domaines Barons de Rothschild (Lafite)
New Zealand,Roy's Hill,85,14,Hawke's Bay,,,Merlot,CJ Pask
Chile,,85,11,Central Valley,,,Cabernet Sauvignon,Espiritu de Chile
New Zealand,,85,16,Marlborough,,,Pinot Noir,Mana
US,,85,36,California,Mendocino,Mendocino/Lake Counties,Cabernet Sauvignon,Dogwood
Italy,,85,16,Northeastern Italy,Collio,,Pinot Grigio,Ronco Blanchis
US,Trompettes,85,65,California,Mount Veeder,Napa,Bordeaux-style Red Blend,Rubissow
Italy,,85,9,Northeastern Italy,Delle Venezie,,Pinot Grigio,Villa Pozzi
New Zealand,,85,10,Marlborough,,,Sauvignon Blanc,Monkey Bay
Australia,,85,28,Victoria,Bendigo,,Riesling,Lamont
Italy,,85,16,Northeastern Italy,Collio,,Sauvignon,Ronco Blanchis
US,La Maestra,85,50,California,St. Helena,Napa,Bordeaux-style Red Blend,Ruston
Chile,,85,11,Central Valley,,,Sauvignon Blanc,Espiritu de Chile
Chile,Estate Selection,85,11,Curicó Valley,,,Pinot Noir,Aresti
New Zealand,Arona,85,11,Marlborough,,,Sauvignon Blanc,Barker's Marque
New Zealand,,85,23,Marlborough,,,Pinot Noir,Konrad
US,Reserve,85,16,California,Lake County,Mendocino/Lake Counties,Merlot,Wildhurst
US,,85,14,California,Russian River Valley,Sonoma,Pinot Gris,Balletto
US,Pheasant Run Vineyard,85,36,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Basel Cellars
US,Bancroft Ranch Vineyard,85,75,California,Napa Valley,Napa,Merlot,Beringer
Argentina,Reserva,85,18,Mendoza Province,Maipú,,Cabernet Sauvignon,Luigi Bosca
US,,85,18,California,El Dorado,Sierra Foothills,Cabernet Sauvignon,Madroña
Chile,Hacienda Araucano,85,11,Colchagua Valley,,,Carmenère,J. & F. Lurton
Chile,San Carlos Single Vineyard,91,25,Colchagua Valley,,,Malbec,Viu Manent
Slovenia,Duet Lex,91,75,Goriska Brda,,,Bordeaux-style Red Blend,Edi Simcic
Chile,Gold Syrah-Cabernet Sauvignon-Merlot-Malbec,91,24,Colchagua Valley,,,Red Blend,Estampa
France,Grand Cru Avize Blanc de Blancs Brut,91,,Champagne,Champagne,,Chardonnay,Franck Bonville
France,Brama,91,42,Languedoc-Roussillon,Minervois La Liviniere,,Grenache Gris,Château Maris
Italy,Amandorlato,91,55,Veneto,Recioto della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Corteforte
France,Ivoire et Ebène Brut,91,65,Champagne,Champagne,,Champagne Blend,Aubry
Italy,Satèn Argens,91,36,Lombardy,Franciacorta,,Chardonnay,La Montina
Italy,Satèn Millesimato,91,45,Lombardy,Franciacorta,,Chardonnay,Le Marchesine
Italy,,91,85,Northeastern Italy,Colli Orientali del Friuli,,Picolit,Meroi
US,Reserve,91,25,California,Los Carneros,Napa-Sonoma,Chardonnay,Martin Ray
US,Estate Bottled,91,60,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Mount Eden
Portugal,Telhas,91,30,Alentejano,,,Portuguese Red,Terra d'Alter
US,Belloni,91,35,California,Russian River Valley,Sonoma,Zinfandel,Ravenswood
US,Brut,91,23,California,Anderson Valley,Mendocino/Lake Counties,Sparkling Blend,Roederer Estate
US,,91,70,California,Calistoga,Napa,Cabernet Sauvignon,Joseph Cellars
Portugal,Passagem,91,,Douro,,,Portuguese Red,Quinta das Bandeiras
France,Le Nombre d'Or Sablé Blanc de Blancs Brut,91,82,Champagne,Champagne,,Champagne Blend,Aubry
Italy,Clemente VII Riserva,91,30,Tuscany,Vin Santo del Chianti Classico,,White Blend,Castelli del Grevepesa
US,Spiral 36,91,28,Oregon,Applegate Valley,Southern Oregon,Rhône-style White Blend,Cowhorn
Italy,DUBL Brut Greco,91,43,Southern Italy,Campania,,Greco,Feudi di San Gregorio
Chile,Kai,91,155,Aconcagua Valley,,,Carmenère,Errazuriz
US,Estate Grown,91,32,California,Carneros,Napa-Sonoma,Chardonnay,Etude
France,Zéro Dosage Brut Nature ,91,49,Champagne,Champagne,,Pinot Noir,Drappier
US,Old Vines,91,35,California,Napa Valley,Napa,Zinfandel,Macauley
Chile,Hacedor de Mundos Old Vines,91,45,Loncomilla Valley,,,Carignan,Gillmore
Portugal,Tapada do Fidalgo,91,11,Alentejano,,,Portuguese Red,Granadeiro
France,Grand Cru Blanc de Blancs Brut d'Aÿ,91,55,Champagne,Champagne,,Chardonnay,Gaston Chiquet
Italy,Caratello,91,50,Tuscany,Vin Santo del Chianti,,White Blend,Pietro Beconcini
Chile,Block G + I,91,50,Colchagua Valley,,,Syrah,Polkura
South Africa,DMZ,88,15,Western Cape,,,Chardonnay,DeMorgenzon
France,,88,15,Provence,Coteaux d'Aix-en-Provence,,Rosé,Domaine d'Eole
France,Pink Floyd,88,,Provence,Côtes de Provence,,Rosé,Château Miraval
France,Cuvée M Cru Classé,88,27,Provence,Côtes de Provence,,Rosé,Château Sainte Marguerite
France,Esclans,88,35,Provence,Côtes de Provence,,Rosé,Château d'Esclans
Italy,Neuvsent,88,,Piedmont,Barbera d'Asti Superiore Nizza,,Barbera,Cascina Garitina
Italy,,88,,Piedmont,Barbera d'Asti Superiore,,Barbera,Cascina Guido Berta
Chile,La Joya Reserve,88,13,Colchagua Valley,,,Cabernet Sauvignon,Viña Bisquertt
New Zealand,,88,15,Martinborough,,,Sauvignon Blanc,Te Kairanga
Italy,,88,18,Piedmont,Barbera d'Asti,,Barbera,Tenute Cisa Asinari dei Marchesi di Gresy
Australia,,88,18,South Australia,Adelaide Hills,,Shiraz,Sidewood
Chile,Gran Crucero Limited Edition,88,27,Colchagua Valley,,,Red Blend,Siegel
Italy,Croere,88,21,Piedmont,Barbera d'Alba Superiore,,Barbera,Terre da Vino
Chile,Armador,88,12,Maipo Valley,,,Cabernet Sauvignon,Odfjell
Italy,,88,,Piedmont,Barbera del Monferrato Superiore,,Barbera,Olivetta
Chile,Anke Blend 1 Cabernet Franc-Petit Verdot,88,12,Maipo Valley,,,Bordeaux-style Red Blend,Santa Alicia
Australia,,88,13,South Australia,Limestone Coast,,Shiraz,Mt. Monster
Chile,Alpha,88,24,Colchagua Valley,,,Carmenère,Montes
New Zealand,Pioneer Block 19 Bird Block,88,24,Marlborough,,,Sauvignon Blanc,Saint Clair
Italy,Quass,88,28,Piedmont,Barbera d'Alba,,Barbera,Pecchenino
New Zealand,,88,25,Hawke's Bay,,,Sauvignon Blanc,Matariki
Italy,,88,18,Piedmont,Barbera d'Alba,,Barbera,Virna Borgogno
US,Reserve,88,22,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Waterbrook
Israel,Kosher,88,60,Judean Hills,,,Cabernet Sauvignon,Yatir
Italy,Rossana,87,25,Piedmont,Dolcetto d'Alba,,Dolcetto,Ceretto
Italy,,87,19,Piedmont,Dolcetto d'Alba,,Dolcetto,E. Pira e Figli (Chiara Boschis)
US,Crane Ranch Vineyard Hillside Block,87,44,California,Napa Valley,Napa,Cabernet Sauvignon,Crane Brothers
New Zealand,,87,11,Marlborough,,,Sauvignon Blanc,Dashwood
France,Côté,87,16,Southwest France,Vin de Pays des Côtes de Gascogne,,Chardonnay-Sauvignon,Domaine du Tariquet
South Africa,DMZ,87,15,Stellenbosch,,,Shiraz,DeMorgenzon
US,Cool Climate,85,18,California,Sonoma Coast,Sonoma,Pinot Noir,Cline
US,,85,18,California,California,California Other,Cabernet Sauvignon,F.J. Serra
Portugal,Conde de Vimioso Colheita Seleccionada,85,9,Tejo,,,Rosé,Falua
France,Cuvée Sabine,85,15,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Domaine du Gros Pata
Portugal,Casa do Lago,85,8,Lisboa,,,Rosé,DFJ Vinhos
Portugal,Portada Winemaker's Selection,85,7,Lisboa,,,Rosé,DFJ Vinhos
Portugal,Portada Winemaker's Selection,85,7,Lisboa,,,Portuguese White,DFJ Vinhos
Portugal,Tinto,85,,Vinho Verde,,,Portuguese Red,Adega de Monção
US,,85,20,Oregon,Oregon,Oregon Other,Pinot Noir,A to Z
Italy,Pergola Rosso,85,17,Central Italy,Marche,,Red Blend,Angelini
US,,85,20,California,Rutherford,Napa,Sauvignon Blanc,Frog's Leap
US,,85,13,California,North Coast,North Coast,Petite Sirah,Fleur
US,Triumph,85,25,California,Napa Valley,Napa,Cabernet Sauvignon,Calistoga Cellars
Spain,Dama de Toro,85,11,Northern Spain,Toro,,Tempranillo,Bodegas Fariña
Italy,,85,15,Central Italy,Verdicchio di Matelica,,Verdicchio,Capestrano
US,Her Silhouette,85,22,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Amalie Robert
France,Villa La Vie en,85,10,France Other,Vin de France,,Negrette,Lionel Osmin & Cie
US,Mischief,85,10,California,California,California Other,Red Blend,Lost Angel
US,Bien Nacido Vineyard,85,38,California,Santa Maria Valley,Central Coast,Pinot Noir,Stephen Ross
Italy,,85,10,Tuscany,Chianti,,Red Blend,Straccali
US,Lot #10,85,23,California,Napa Valley,Napa,Cabernet Sauvignon,Tangley Oaks
US,,85,22,California,Napa Valley,Napa,Cabernet Sauvignon,Napa Cellars
Spain,Brut Rosé,85,10,Catalonia,Cava,,Sparkling Blend,Segura Viudas
US,Tondre's Grapefield,85,40,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Sonnet
Italy,Poggio al Tufo,85,15,Tuscany,Maremma,,Vermentino,Tommasi
US,Reserve,85,85,California,Livermore Valley,Central Coast,Cabernet Sauvignon,Rigg Estate Vineyards
Italy,,85,10,Tuscany,Chianti,,Sangiovese,Piccini
Spain,Joven,85,11,Northern Spain,Ribera del Duero,,Tempranillo,Martín Berdugo
Portugal,Grande Escolha,85,18,Vinho Verde,,,Portuguese White,Quinta de Gomariz
Italy,Dal Tralcetto,85,17,Central Italy,Colline Pescaresi,,Pinot Grigio,Cantina Zaccagnini
Hungary,Grande Cuvée Brut,84,12,Hungary,,,Sparkling Blend,Törley
US,Kreck Family Vineyards,84,25,California,Sonoma County,Sonoma,Cabernet Sauvignon,Mill Creek
US,,84,16,California,Lake County,Mendocino/Lake Counties,Petite Sirah,Writer's Block
US,Quail Series,83,9,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Covey Run
US,Special Reserve,83,30,California,Russian River Valley,Sonoma,Chardonnay,Herzog
US,Brut Cuvée Chardonnay Champagne,83,10,California,California,California Other,Sparkling Blend,Barefoot Bubbly
Italy,,83,17,Piedmont,Langhe,,Arneis,Cascina Bongiovanni
Argentina,,83,10,Mendoza Province,Mendoza,,Bonarda,Sur de los Andes
Hungary,Gála,83,10,Hungary,,,Sparkling Blend,Törley
US,,83,28,California,Carneros,Napa-Sonoma,Merlot,Truchard
US,White Hawk Vineyard,83,30,California,Santa Barbara County,Central Coast,Syrah,Parkmon
Argentina,,83,11,Other,San Juan,,Malbec,Mayu
Argentina,Saurus Extra Brut,83,10,Other,Neuquén,,Champagne Blend,Familia Schroeder
US,Crystal Valley Cellars The Zin,83,30,California,California,California Other,Zinfandel,Cosentino
Italy,,83,21,Piedmont,Roero Arneis,,Arneis,Valdinera
Chile,Brut,83,12,Cachapoal Valley,,,Chardonnay,Viña La Rosa
Moldova,Collection Semidry,83,12,Moldova,,,Champagne Blend,Cricova
US,Two Vines,83,8,Washington,Columbia Valley (WA),Columbia Valley,Merlot-Cabernet,Columbia Crest
Italy,Vignota,83,29,Piedmont,Barbera d'Alba,,Barbera,Conterno Fantino
US,,83,17,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Hoodsport
Argentina,,83,14,Mendoza Province,Mendoza,,Malbec,Medanos
US,,83,20,California,Santa Barbara County,Central Coast,Dolcetto,Mosby
New Zealand,,83,15,New Zealand,,,Sauvignon Blanc,Gunn Estate
US,Handley Vineyard,83,20,California,Dry Creek Valley,Sonoma,Chardonnay,Handley
Italy,San Luigi,83,18,Piedmont,Dolcetto di Dogliani,,Dolcetto,Pecchenino
Hungary,Charmant Rosé,83,10,Hungary,,,Sparkling Blend,Törley
US,,83,16,California,Lake County,Mendocino/Lake Counties,Roussanne,Writer's Block
Argentina,Ikella,83,15,Mendoza Province,Mendoza,,Malbec,Melipal
US,Chateau La Paws Côte du Bone Blanc,83,14,California,California,California Other,Red Blend,Rosenblum
US,Gran Spumante,83,8,California,California,California Other,Sparkling Blend,Ballatore
US,La Brisa,90,30,California,Sonoma Coast,Sonoma,Pinot Noir,Roessler
US,Estate Midnight Red Wine,90,30,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Watermill
South Africa,The Mint,90,45,Stellenbosch,,,Cabernet Sauvignon,Thelema
Italy,Roggio del Filare,90,53,Central Italy,Rosso Piceno Superiore,,Red Blend,Velenosi
Italy,Aurente,90,42,Central Italy,Umbria,,Chardonnay,Lungarotti
Italy,Nero di Vite,90,68,Central Italy,Rosso Piceno,,Red Blend,Le Caniette
US,,90,30,Washington,Wahluke Slope,Columbia Valley,Cabernet Sauvignon,Nefarious Cellars
South Africa,,90,18,Groenekloof,,,Sauvignon,Neil Ellis
Italy,,90,20,Central Italy,Montefalco Rosso,,Red Blend,Perticaia
South Africa,,90,14,Coastal Region,,,Shiraz,Brampton
Italy,Selezione Antonio Chiorri,90,30,Central Italy,Umbria,,Merlot,Chiorri
New Zealand,,90,29,Marlborough,,,Chardonnay,Cloudy Bay
Australia,,90,45,Western Australia,Margaret River,,Cabernet Sauvignon,Cape Mentelle
Australia,,90,25,Victoria,Victoria,,Shiraz-Viognier,Domaine Terlato & Chapoutier
US,Sacrashe Vineyard,90,100,California,Rutherford,Napa,Cabernet Sauvignon,Delectus
Italy,Marzieno,90,41,Central Italy,Romagna,,Sangiovese,Fattoria Zerbina
Italy,Norace,90,,Sicily & Sardinia,Isola dei Nuraghi,,Red Blend,Feudi della Medusa
Italy,Norace,90,,Sicily & Sardinia,Isola dei Nuraghi,,Red Blend,Feudi della Medusa
Italy,Pruno Riserva,90,40,Central Italy,Sangiovese di Romagna Superiore,,Sangiovese,Drei Donà Tenuta La Palazza
France,,90,,Loire Valley,Savennières-Roche-Aux-Moines,,Chenin Blanc,Domaine aux Moines
France,Le Sec de Juchepie Les Monts,90,22,Loire Valley,Anjou,,Chenin Blanc,Domaine de Juchepie
France,Génération XIX,90,194,Loire Valley,Sancerre,,Pinot Noir,Alphonse Mellot
US,Memento Estate,90,110,California,Napa Valley,Napa,Cabernet Sauvignon,Frazier
New Zealand,Shelter Belt,90,24,Marlborough,,,Chardonnay,Jackson Estate
US,En Chamberlin El Jefe Red,90,60,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,K Vintners
Chile,Reserva Especial Cabernet Sauvignon-Carménère-Syrah,90,23,Limarí Valley,,,Red Blend,Tamaya
US,,90,24,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Watermill
Italy,Marchese di Villamarina,90,75,Sicily & Sardinia,Alghero,,Cabernet Sauvignon,Sella & Mosca
US,,90,14,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Seven Hills
US,,90,30,Washington,Columbia Valley (WA),Columbia Valley,Roussanne-Viognier,Tranche
France,La Grande Cuvée,87,,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Dourthe
Italy,Cuvée Prestige,87,,Lombardy,Franciacorta,,Sparkling Blend,Ca' del Bosco
Italy,Brut Leniter in Itinere Capo 3,87,,Veneto,Veneto,,Sparkling Blend,Foss Marai
Australia,,87,25,Western Australia,Margaret River,,Chardonnay,Hay Shed Hill
US,Duarte-Georgetown Vineyard,87,25,California,Sierra Foothills,Sierra Foothills,Pinot Noir,Easton
France,,87,14,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château la Tonnelle
France,,87,,Bordeaux,Graves,,Bordeaux-style White Blend,Château le Bonnat
New Zealand,,87,18,Marlborough,,,Pinot Noir,Dashwood
US,,87,25,Oregon,Eola-Amity Hills,Willamette Valley,Riesling,Argyle
US,Limited Release,87,40,California,Carneros,Napa-Sonoma,Chardonnay,Artesa
Australia,Consonance,87,29,South Australia,McLaren Vale,,Syrah-Cabernet,Coates
Germany,Casteller Schlossberg GG Trocken,87,61,Franken,,,Silvaner,Castell
Italy,Brut Rosé,87,17,Lombardy,Franciacorta,,Pinot Nero,Castelveder
Spain,Reserva,87,23,Northern Spain,Ribera del Duero,,Tempranillo,Condado de Oriza
US,Estate Grown,87,15,California,Napa Valley,Napa,Chenin Blanc,Ballentine
US,Jack's Cabin Vineyard,87,24,California,Rockpile,Sonoma,Zinfandel,Bella Vetta
US,Camouflage,87,38,California,Napa Valley,Napa,Red Blend,Madorom
France,Château la Couronne,87,24,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Mähler-Besse
US,,87,29,California,Russian River Valley,Sonoma,Chardonnay,In Re
Italy,Otreval Brut,87,18,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,La Tordera
Italy,Brut,87,12,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Le Manzane
Italy,Extra Dry,87,24,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Masottina
Spain,Reserva,87,25,Northern Spain,Ribera del Duero,,Tempranillo,Prado Rey
Australia,,87,13,Victoria,Victoria,,Sauvignon Blanc,Taltarni
US,Cacophony,87,14,California,Paso Robles,Central Coast,Zinfandel,Toad Hollow
Italy,Millesimato Extra Dry,87,19,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Val d'Oca
US,,87,36,California,Marin County,North Coast,Pinot Noir,Vergari
New Zealand,Private Bin,87,20,Marlborough,,,Pinot Noir,Villa Maria
Germany,Niersteiner Hipping Spätlese,87,19,Rheinhessen,,,Riesling,Weingut Georg Albrecht Schneider
Spain,Secreto,87,20,Northern Spain,Ribera del Duero,,Tempranillo,Viña Mayor
Italy,,87,,Tuscany,Chianti Classico,,Sangiovese,Fattoria La Ripa
US,Limited Release,87,15,California,Central Coast,Central Coast,Petite Sirah,Concannon
Italy,Riserva Vigna di Fontalle,87,,Tuscany,Chianti Classico,,Sangiovese,Machiavelli
US,Wightman House,87,60,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,MacPhail
US,,87,13,California,Monterey,Central Coast,Riesling,Maddalena
Italy,,87,,Tuscany,Vernaccia di San Gimignano,,Vernaccia,Le Fornaci
Italy,Riserva,87,,Tuscany,Vernaccia di San Gimignano,,Vernaccia,Mormoraia
France,,87,,Beaujolais,Chiroubles,,Gamay,Domaine Cheysson
New Zealand,,87,11,Marlborough,,,Sauvignon Blanc,Paua Rock
US,,87,18,California,Mendocino County,Mendocino/Lake Counties,Chardonnay,Paul Dolan
Australia,Reserve,87,15,Australia Other,South Eastern Australia,,Viognier,Tall Poppy
South Africa,,87,19,Swartland,,,Shiraz,Spice Route
US,,87,24,California,Paso Robles,Central Coast,Cabernet Sauvignon,San Simeon
Chile,Vertice Apalta Vineyards,87,40,Colchagua Valley,,,Red Blend,Ventisquero
US,,87,45,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
Italy,Riserva La Selvanella,87,,Tuscany,Chianti Classico,,Sangiovese,Melini
